entryID, flight ID, Destination, Destination_IATA, Continent, Country, Time, Status, Price, Distance, Emissions, TaxCuts 
10,LH801,Frankfurt,FRA,Europe,DE,2018-04-25T08:10:00Z,Scheduled,1188.0,210.27599999999998,610.1758928571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
11,LH2415,Munich,MUC,Europe,DE,2018-04-25T09:50:00Z,Scheduled,1316.0,232.932,675.9187499999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
12,LH803,Frankfurt,FRA,Europe,DE,2018-04-25T11:10:00Z,Scheduled,1188.0,210.27599999999998,610.1758928571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
13,FI307,Reykjavik,KEF,other,IS,2018-04-25T12:20:00Z,Scheduled,2135.0,377.895,1096.5703124999998,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
14,LO8124,Tallinn,TLL,Europe,EE,2018-04-25T12:40:00Z,Scheduled,379.0,97.403,282.6426339285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
15,EW371,Cologne,CGN,Europe,DE,2018-04-25T13:25:00Z,Scheduled,1168.0,206.736,599.9035714285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
16,LH2417,Munich,MUC,Europe,DE,2018-04-25T13:25:00Z,Scheduled,1316.0,232.932,675.9187499999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
17,BT108,Riga,RIX,Europe,LV,2018-04-25T13:35:00Z,Scheduled,443.0,113.851,330.37120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
18,LH807,Frankfurt,FRA,Europe,DE,2018-04-25T14:35:00Z,Scheduled,1188.0,210.27599999999998,610.1758928571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
19,OS314,Vienna,VIE,Europe,AT,2018-04-25T14:55:00Z,Scheduled,1243.0,220.011,638.4247767857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
20,LH805,Frankfurt,FRA,Europe,DE,2018-04-25T16:50:00Z,Scheduled,1188.0,210.27599999999998,610.1758928571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
21,OS316,Vienna,VIE,Europe,AT,2018-04-25T16:25:00Z,Scheduled,1243.0,220.011,638.4247767857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
22,LH2419,Munich,MUC,Europe,DE,2018-04-25T16:40:00Z,Scheduled,1316.0,232.932,675.9187499999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
23,BT110,Riga,RIX,Europe,LV,2018-04-25T17:40:00Z,Scheduled,443.0,113.851,330.37120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
24,CA912,Beijing,PEK,Asia,CN,2018-04-25T17:10:00Z,Scheduled,6718.0,1189.086,3450.472767857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
25,LO458,Warsaw,WAW,Europe,PL,2018-04-25T17:30:00Z,Scheduled,812.0,143.724,417.05625,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
26,LO8126,Tallinn,TLL,Europe,EE,2018-04-25T16:45:00Z,Scheduled,379.0,97.403,282.6426339285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
27,LO454,Warsaw,WAW,Europe,PL,2018-04-25T08:30:00Z,Scheduled,812.0,143.724,417.05625,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
28,IR712,Tehran,IKA,Asia,IR,2018-04-25T10:30:00Z,Scheduled,3565.0,631.005,1831.0412946428569,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
29,PC1280,Istanbul SAW,SAW,other,IR,2018-04-25T11:55:00Z,Scheduled,0.0,0.0,0.0,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
30,QR172,Doha,DOH,Asia,QA,2018-04-25T20:40:00Z,Scheduled,4590.0,812.43,2357.497767857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
31,AI168,New Delhi,DEL,Asia,IN,2018-04-25T18:40:00Z,Scheduled,5577.0,987.1289999999999,2864.4368303571423,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
32,LO8120,Tallinn,TLL,Europe,EE,2018-04-25T20:25:00Z,Scheduled,379.0,97.403,282.6426339285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
33,EW7219,Hamburg,HAM,Europe,DE,2018-04-25T18:50:00Z,Scheduled,812.0,143.724,417.05625,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
34,LX1255,Zurich,ZRH,Europe,CH,2018-04-25T17:35:00Z,Scheduled,1471.0,260.36699999999996,755.5292410714284,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
35,RO332,Bucharest,OTP,Europe,RO,2018-04-25T09:00:00Z,Scheduled,1745.0,308.865,896.260044642857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
36,LX1251,Zurich,ZRH,Europe,CH,2018-04-25T13:15:00Z,Scheduled,1471.0,260.36699999999996,755.5292410714284,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
37,EW9213,Dusseldorf,DUS,Europe,DE,2018-04-25T18:00:00Z,Scheduled,1149.0,203.373,590.1448660714285,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
38,TP783,Lisbon,LIS,Europe,PT,2018-04-25T12:50:00Z,Scheduled,2993.0,529.761,1537.2529017857141,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
39,SK409,Copenhagen,CPH,Europe,DK,2018-04-25T16:05:00Z,Scheduled,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
40,SK499,Oslo,OSL,Europe,NO,2018-04-25T14:45:00Z,Scheduled,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
41,SK867,Oslo,OSL,Europe,NO,2018-04-25T12:25:00Z,Scheduled,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
42,SK883,Oslo,OSL,Europe,NO,2018-04-25T17:25:00Z,Scheduled,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
43,SK903,New York EWR,EWR,other,US,2018-04-25T10:25:00Z,Scheduled,6339.0,1122.003,3255.812276785714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
44,SK899,Bergen,BGO,Europe,NO,2018-04-25T10:40:00Z,Scheduled,721.0,127.61699999999999,370.31718749999993,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
45,SK885,Oslo,OSL,Europe,NO,2018-04-25T15:35:00Z,Scheduled,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
46,SK897,Oslo,OSL,Europe,NO,2018-04-25T19:10:00Z,Scheduled,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
47,SK945,Chicago,ORD,America,US,2018-04-25T14:35:00Z,Scheduled,6890.0,1219.53,3538.814732142857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
48,SK1407,Copenhagen,CPH,Europe,DK,2018-04-25T13:20:00Z,Scheduled,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
49,SK1409,Copenhagen,CPH,Europe,DK,2018-04-25T17:00:00Z,Scheduled,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
50,SK1527,London LHR,LHR,Europe,GB,2018-04-25T17:40:00Z,Scheduled,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
51,SK1841,Rome FCO,FCO,Europe,IT,2018-04-25T08:15:00Z,Scheduled,1993.0,352.76099999999997,1023.6368303571427,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
52,SK4226,Vaasa,VAA,Europe,FI,2018-04-25T16:10:00Z,Scheduled,460.0,118.22,343.0491071428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
53,SK4899,Bergen,BGO,Europe,NO,2018-04-25T20:00:00Z,Scheduled,721.0,127.61699999999999,370.31718749999993,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
54,AY802,Helsinki,HEL,Europe,FI,2018-04-25T06:30:00Z,Scheduled,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
55,AY804,Helsinki,HEL,Europe,FI,2018-04-25T07:35:00Z,Scheduled,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
56,KL1106,Amsterdam,AMS,Europe,NL,2018-04-25T07:35:00Z,Scheduled,1127.0,199.47899999999998,578.8453124999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
57,HV6524,Eindhoven,EIN,Europe,NL,2018-04-25T07:55:00Z,Scheduled,1182.0,209.214,607.0941964285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
58,BA777,London LHR,LHR,Europe,GB,2018-04-25T09:25:00Z,Scheduled,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
59,KL1108,Amsterdam,AMS,Europe,NL,2018-04-25T09:30:00Z,Scheduled,1127.0,199.47899999999998,578.8453124999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
60,TK1794,Istanbul IST,IST,Europe,TR,2018-04-25T09:30:00Z,Scheduled,2177.0,385.329,1118.1421874999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
61,WW943,Reykjavik,KEF,other,IS,2018-04-25T10:35:00Z,Scheduled,2135.0,377.895,1096.5703124999998,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
62,AF1263,Paris CDG,CDG,Europe,FR,2018-04-25T10:40:00Z,Scheduled,1523.0,269.57099999999997,782.2372767857141,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
63,SU2211,Moscow,SVO,Europe,RU,2018-04-25T10:45:00Z,Scheduled,1229.0,217.533,631.2341517857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
64,AY808,Helsinki,HEL,Europe,FI,2018-04-25T10:55:00Z,Scheduled,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
65,EZY2650,Milan MXP,MXP,Europe,IT,2018-04-25T11:00:00Z,Scheduled,1648.0,291.69599999999997,846.4392857142855,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
66,BA775,London LHR,LHR,Europe,GB,2018-04-25T11:30:00Z,Scheduled,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
67,KL1110,Amsterdam,AMS,Europe,NL,2018-04-25T11:40:00Z,Scheduled,1127.0,199.47899999999998,578.8453124999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
68,AY810,Helsinki,HEL,Europe,FI,2018-04-25T12:35:00Z,Scheduled,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
69,IB3315,Madrid,MAD,Europe,ES,2018-04-25T12:45:00Z,Scheduled,2596.0,459.49199999999996,1333.3473214285711,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
70,EK158,Dubai,DXB,Asia,AE,2018-04-25T13:05:00Z,Scheduled,4760.0,842.52,2444.8124999999995,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
71,EZS1574,Geneva,GVA,Europe,CH,2018-04-25T13:30:00Z,Scheduled,1663.0,294.351,854.1435267857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
72,EZY5886,Berlin TXL,TXL,Europe,DE,2018-04-25T13:40:00Z,Scheduled,810.0,143.37,416.0290178571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
73,BA779,London LHR,LHR,Europe,GB,2018-04-25T13:45:00Z,Scheduled,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
74,AY814,Helsinki,HEL,Europe,FI,2018-04-25T14:35:00Z,Scheduled,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
75,KL1116,Amsterdam,AMS,Europe,NL,2018-04-25T15:30:00Z,Scheduled,1127.0,199.47899999999998,578.8453124999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
76,AY816,Helsinki,HEL,Europe,FI,2018-04-25T16:05:00Z,Scheduled,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
77,BA781,London LHR,LHR,Europe,GB,2018-04-25T16:05:00Z,Scheduled,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
78,TK1796,Istanbul IST,IST,Europe,TR,2018-04-25T16:15:00Z,Scheduled,2177.0,385.329,1118.1421874999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
79,EZY5888,Berlin TXL,TXL,Europe,DE,2018-04-25T17:00:00Z,Scheduled,810.0,143.37,416.0290178571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
80,AF1063,Paris CDG,CDG,Europe,FR,2018-04-25T17:40:00Z,Scheduled,1523.0,269.57099999999997,782.2372767857141,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
81,KL1118,Amsterdam,AMS,Europe,NL,2018-04-25T18:20:00Z,Scheduled,1127.0,199.47899999999998,578.8453124999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
82,SU2387,Moscow,SVO,Europe,RU,2018-04-25T18:20:00Z,Scheduled,1229.0,217.533,631.2341517857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
83,AY820,Helsinki,HEL,Europe,FI,2018-04-25T19:00:00Z,Scheduled,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
84,BA783,London LHR,LHR,Europe,GB,2018-04-25T19:20:00Z,Scheduled,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
85,EZY2452,London LTN,LTN,other,GB,2018-04-25T19:30:00Z,Scheduled,0.0,0.0,0.0,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
86,ET715,Addis Abeba,ADD,Africa,ET,2018-04-25T19:50:00Z,Scheduled,5871.0,1039.167,3015.4399553571425,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
87,PS172,Kiev,KBP,Europe,UA,2018-04-25T11:45:00Z,Scheduled,1266.0,224.082,650.2379464285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
88,JU415,Belgrade,BEG,Europe,RS,2018-04-25T18:25:00Z,Scheduled,1624.0,287.448,834.1125,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
