flight ID, Destination, Destination_IATA, Continent, Country, Time, Distance, Emissions, TaxCuts
SK074,Are Ostersund,OSD,other,CZ,2018-04-21T16:40:00Z,0,0,0
LH805,Frankfurt,FRA,Europe,DE,2018-04-21T16:50:00Z,1188,210.276,610.1758929
SK1046,Kiruna,KRN,Europe,SE,2018-04-21T16:50:00Z,955,169.035,490.5033482
D85555,Barcelona,BCN,Europe,ES,2018-04-21T17:10:00Z,2281,403.737,1171.558259
SK1018,Skelleftea,SFT,Europe,SE,2018-04-21T17:15:00Z,622,110.094,319.4691964
SK1409,Copenhagen,CPH,Europe,DK,2018-04-21T17:00:00Z,523,92.571,268.6212054
SK169,Goteborg,GOT,Europe,SE,2018-04-21T16:30:00Z,397,102.029,296.0662946
BT110,Riga,RIX,Europe,LV,2018-04-21T17:40:00Z,443,113.851,330.3712054
AF1063,Paris CDG,CDG,Europe,FR,2018-04-21T17:40:00Z,1523,269.571,782.2372768
CA912,Beijing,PEK,Asia,CN,2018-04-21T17:10:00Z,6718,1189.086,3450.472768
LX1255,Zurich,ZRH,Europe,CH,2018-04-21T17:30:00Z,1471,260.367,755.5292411
PC5602,Antalya,AYT,Europe,TR,2018-04-21T16:55:00Z,2660,470.82,1366.21875
SK187,Angelholm,AGH,Europe,SE,2018-04-21T16:30:00Z,461,118.477,343.7948661
D86653,Palma,PMI,Europe,ES,2018-04-21T17:50:00Z,2453,434.181,1259.900223
SU2387,Moscow,SVO,Europe,RU,2018-04-21T18:20:00Z,1229,217.533,631.2341518
LO8124,Tallinn,TLL,Europe,EE,2018-04-21T12:40:00Z,379,97.403,282.6426339
AY820,Helsinki,HEL,Europe,FI,2018-04-21T19:00:00Z,397,102.029,296.0662946
D82859,London LGW,LGW,Europe,GB,2018-04-21T18:50:00Z,1465,259.305,752.4475446
TK1796,Istanbul IST,IST,Europe,TR,2018-04-21T16:15:00Z,2177,385.329,1118.142187
TK1794,Istanbul IST,IST,Europe,TR,2018-04-21T09:30:00Z,2177,385.329,1118.142187
QR172,Doha,DOH,Asia,QA,2018-04-21T20:40:00Z,4590,812.43,2357.497768
LO8120,Tallinn,TLL,Europe,EE,2018-04-21T20:25:00Z,379,97.403,282.6426339
ET715,Addis Abeba,ADD,Africa,ET,2018-04-21T19:50:00Z,5871,1039.167,3015.439955
AY810,Helsinki,HEL,Europe,FI,2018-04-21T12:35:00Z,397,102.029,296.0662946
AY814,Helsinki,HEL,Europe,FI,2018-04-21T14:50:00Z,397,102.029,296.0662946
LH809,Frankfurt,FRA,Europe,DE,2018-04-21T04:05:00Z,1188,210.276,610.1758929
SK026,Umea,UME,Europe,SE,2018-04-21T16:35:00Z,514,90.978,263.9986607
D8224,Umea,UME,Europe,SE,2018-04-22T05:45:00Z,514,90.978,263.9986607
BLX205,Tenerife,TFS,other,ES,2018-04-22T05:55:00Z,4310,762.87,2213.685268
TP781,Lisbon,LIS,Europe,PT,2018-04-22T05:00:00Z,2993,529.761,1537.252902
WLB5510,Beirut,BEY,Asia,LB,2018-04-22T09:05:00Z,3109,550.293,1596.832366
MV521,Athens,ATH,Europe,GR,2018-04-22T11:10:00Z,2411,426.747,1238.328348
SK1746,Riga,RIX,Europe,LV,2018-04-22T19:00:00Z,443,113.851,330.3712054
SK2475,Trondheim,TRD,Europe,NO,2018-04-22T19:00:00Z,612,108.324,314.3330357
SK1487,Billund,BLL,Europe,DK,2018-04-22T19:05:00Z,668,118.236,343.0955357
ASE021,Oslo,OSL,Europe,NO,2018-04-22T21:00:00Z,417,107.169,310.9814732
NJE510H,Amsterdam,AMS,Europe,NL,2018-04-22T03:55:00Z,1127,199.479,578.8453125
OS314,Vienna,VIE,Europe,AT,2018-04-22T14:00:00Z,1243,220.011,638.4247768
EW371,Cologne,CGN,Europe,DE,2018-04-22T13:25:00Z,1168,206.736,599.9035714
LX1251,Zurich,ZRH,Europe,CH,2018-04-22T13:15:00Z,1471,260.367,755.5292411
LO8126,Tallinn,TLL,Europe,EE,2018-04-22T16:45:00Z,379,97.403,282.6426339
LH2419,Munich,MUC,Europe,DE,2018-04-22T16:40:00Z,1316,232.932,675.91875
LO8124,Tallinn,TLL,Europe,EE,2018-04-22T12:40:00Z,379,97.403,282.6426339
OS316,Vienna,VIE,Europe,AT,2018-04-22T16:25:00Z,1243,220.011,638.4247768
KL1118,Amsterdam,AMS,Europe,NL,2018-04-22T18:20:00Z,1127,199.479,578.8453125
LH805,Frankfurt,FRA,Europe,DE,2018-04-22T16:50:00Z,1188,210.276,610.1758929
BA783,London LHR,LHR,Europe,GB,2018-04-22T19:20:00Z,1454,257.358,746.7977679
2N806,Mariehamn,MHQ,Europe,AX,2018-04-22T14:30:00Z,135,34.695,100.6774554
2N493,Kokkola/Jakobst,KOK,Europe,FI,2018-04-22T15:50:00Z,558,98.766,286.5977679
2N497,Kokkola/Jakobst,KOK,Europe,FI,2018-04-22T19:30:00Z,558,98.766,286.5977679
LX1255,Zurich,ZRH,Europe,CH,2018-04-22T17:35:00Z,1471,260.367,755.5292411
LO458,Warsaw,WAW,Europe,PL,2018-04-22T17:35:00Z,812,143.724,417.05625
LO8120,Tallinn,TLL,Europe,EE,2018-04-22T20:25:00Z,379,97.403,282.6426339
AI168,New Delhi,DEL,Asia,IN,2018-04-22T18:40:00Z,5577,987.129,2864.43683
EW7219,Hamburg,HAM,Europe,DE,2018-04-22T18:05:00Z,812,143.724,417.05625
SU2387,Moscow,SVO,Europe,RU,2018-04-22T18:20:00Z,1229,217.533,631.2341518
ET715,Addis Abeba,ADD,Africa,ET,2018-04-22T19:50:00Z,5871,1039.167,3015.439955
QR172,Doha,DOH,Asia,QA,2018-04-22T20:40:00Z,4590,812.43,2357.497768
FI313,Reykjavik,KEF,other,IS,2018-04-22T20:20:00Z,2135,377.895,1096.570312
LG5786,Luxembourg,LUX,Europe,LU,2018-04-22T17:55:00Z,1306,231.162,670.7825893
NJE445,Dusseldorf,DUS,Europe,DE,2018-04-22T04:45:00Z,1149,203.373,590.1448661
EZY2650,Milan MXP,MXP,Europe,IT,2018-04-22T14:25:00Z,1648,291.696,846.4392857
EZY5886,Berlin TXL,TXL,Europe,DE,2018-04-22T13:40:00Z,810,143.37,416.0290179
TOM3753,Goteborg,GOT,Europe,SE,2018-04-22T18:15:00Z,397,102.029,296.0662946
JU415,Belgrade,BEG,Europe,RS,2018-04-22T18:25:00Z,1624,287.448,834.1125
SK1427,Copenhagen,CPH,Europe,DK,2018-04-22T18:50:00Z,523,92.571,268.6212054
SK1429,Copenhagen,CPH,Europe,DK,2018-04-22T15:15:00Z,523,92.571,268.6212054
SK1527,London LHR,LHR,Europe,GB,2018-04-22T17:40:00Z,1454,257.358,746.7977679
SK1483,Oslo,OSL,Europe,NO,2018-04-22T17:50:00Z,417,107.169,310.9814732
SK724,Helsinki,HEL,Europe,FI,2018-04-22T19:40:00Z,397,102.029,296.0662946
SK728,Helsinki,HEL,Europe,FI,2018-04-22T20:30:00Z,397,102.029,296.0662946
SK4226,Vaasa,VAA,Europe,FI,2018-04-22T16:30:00Z,460,118.22,343.0491071
DY815,Oslo,OSL,Europe,NO,2018-04-22T13:20:00Z,417,107.169,310.9814732
DY4253,Barcelona,BCN,Europe,ES,2018-04-22T13:50:00Z,2281,403.737,1171.558259
DY4125,Oslo,OSL,Europe,NO,2018-04-22T18:30:00Z,417,107.169,310.9814732
DY4313,Paris ORY,ORY,Europe,FR,2018-04-22T16:05:00Z,1557,275.589,799.7002232
DY4547,Riga,RIX,Europe,LV,2018-04-22T12:45:00Z,443,113.851,330.3712054
DY4571,Prague,PRG,Europe,CZ,2018-04-22T12:30:00Z,1056,186.912,542.3785714
DY4455,London LGW,LGW,Europe,GB,2018-04-22T12:10:00Z,1465,259.305,752.4475446
DY4501,Munich,MUC,Europe,DE,2018-04-22T16:30:00Z,1316,232.932,675.91875
DY4223,Malaga,AGP,Europe,ES,2018-04-22T12:30:00Z,2992,529.584,1536.739286
DY4119,Oslo,OSL,Europe,NO,2018-04-22T15:30:00Z,417,107.169,310.9814732
DY4601,Dubai,DXB,Asia,AE,2018-04-22T16:00:00Z,4760,842.52,2444.8125
D82857,London LGW,LGW,Europe,GB,2018-04-22T16:25:00Z,1465,259.305,752.4475446
DY821,Oslo,OSL,Europe,NO,2018-04-22T16:30:00Z,417,107.169,310.9814732
DY4507,Berlin SXF,SXF,Europe,DE,2018-04-22T17:30:00Z,823,145.671,422.7060268
D83209,Copenhagen,CPH,Europe,DK,2018-04-22T14:30:00Z,523,92.571,268.6212054
D86451,Tenerife,TFS,other,ES,2018-04-22T14:30:00Z,4310,762.87,2213.685268
EZS1574,Geneva,GVA,Europe,CH,2018-04-22T13:25:00Z,1663,294.351,854.1435268
EZY6034,Bristol,BRS,Europe,GB,2018-04-22T19:40:00Z,1563,276.651,802.7819196
EZY2458,London LTN,LTN,other,GB,2018-04-22T21:30:00Z,0,0,0
D83217,Copenhagen,CPH,Europe,DK,2018-04-22T19:50:00Z,523,92.571,268.6212054
DY827,Oslo,OSL,Europe,NO,2018-04-22T19:30:00Z,417,107.169,310.9814732
DY4011,Umea,UME,Europe,SE,2018-04-22T13:50:00Z,514,90.978,263.9986607
2N668,Hemavan Tarnaby,HMV,Europe,SE,2018-04-22T15:00:00Z,725,128.325,372.3716518
2N594,Arvidsjaur,AJR,Europe,SE,2018-04-22T17:15:00Z,700,123.9,359.53125
2N1008,Jonkoping,JKG,Europe,SE,2018-04-22T16:10:00Z,285,73.245,212.5412946
2N666,Hemavan Tarnaby,HMV,Europe,SE,2018-04-22T17:20:00Z,725,128.325,372.3716518
DY4043,Lulea,LLA,Europe,SE,2018-04-22T15:05:00Z,727,128.679,373.3988839
DY4045,Lulea,LLA,Europe,SE,2018-04-22T16:20:00Z,727,128.679,373.3988839
DY4015,Umea,UME,Europe,SE,2018-04-22T16:50:00Z,514,90.978,263.9986607
DY4099,Skelleftea,SFT,Europe,SE,2018-04-22T19:20:00Z,622,110.094,319.4691964
DY4049,Lulea,LLA,Europe,SE,2018-04-22T19:50:00Z,727,128.679,373.3988839
DY4055,Malmo,MMX,Europe,SE,2018-04-22T19:50:00Z,513,90.801,263.4850446
DY4051,Malmo,MMX,Europe,SE,2018-04-22T13:20:00Z,513,90.801,263.4850446
SK083,Visby,VBY,Europe,SE,2018-04-22T15:10:00Z,189,48.573,140.9484375
DY4097,Skelleftea,SFT,Europe,SE,2018-04-22T16:00:00Z,622,110.094,319.4691964
SK121,Malmo,MMX,Europe,SE,2018-04-22T16:05:00Z,513,90.801,263.4850446
SK087,Visby,VBY,Europe,SE,2018-04-22T17:40:00Z,189,48.573,140.9484375
DY4053,Malmo,MMX,Europe,SE,2018-04-22T18:25:00Z,513,90.801,263.4850446
DY4047,Lulea,LLA,Europe,SE,2018-04-22T18:35:00Z,727,128.679,373.3988839
SK113,Malmo,MMX,Europe,SE,2018-04-22T19:20:00Z,513,90.801,263.4850446
SK085,Visby,VBY,Europe,SE,2018-04-22T19:40:00Z,189,48.573,140.9484375
DY4019,Umea,UME,Europe,SE,2018-04-22T19:50:00Z,514,90.978,263.9986607
SK096,Ornskoldsvik,OER,Europe,SE,2018-04-22T15:00:00Z,442,113.594,329.6254464
2N3106,Gallivare,GEV,Europe,SE,2018-04-22T16:30:00Z,878,155.406,450.9549107
2N556,Kramfors,KRF,Europe,SE,2018-04-22T13:15:00Z,401,103.057,299.0493304
HP368,Kristianstad,KID,Europe,SE,2018-04-22T16:40:00Z,435,111.795,324.4051339
SK179,Angelholm,AGH,Europe,SE,2018-04-22T17:15:00Z,461,118.477,343.7948661
SK1044,Kiruna,KRN,Europe,SE,2018-04-22T15:15:00Z,955,169.035,490.5033482
SK098,Ornskoldsvik,OER,Europe,SE,2018-04-22T19:30:00Z,442,113.594,329.6254464
2N260,Karlstad,KSD,Europe,SE,2018-04-22T16:20:00Z,259,66.563,193.1515625
IS658,Sveg,EVG,Europe,SE,2018-04-22T14:30:00Z,363,93.291,270.7104911
SK171,Goteborg,GOT,Europe,SE,2018-04-22T18:30:00Z,397,102.029,296.0662946
SK074,Are Ostersund,OSD,other,SE,2018-04-22T19:40:00Z,0,0,0
SK187,Angelholm,AGH,Europe,SE,2018-04-22T20:20:00Z,461,118.477,343.7948661
SK060,Sundsvall,SDL,Europe,SE,2018-04-22T20:25:00Z,343,88.151,255.7953125
SK058,Sundsvall,SDL,Europe,SE,2018-04-22T20:55:00Z,343,88.151,255.7953125
SK016,Lulea,LLA,Europe,SE,2018-04-22T16:10:00Z,727,128.679,373.3988839
SK2018,Lulea,LLA,Europe,SE,2018-04-22T20:15:00Z,727,128.679,373.3988839
SK1127,Ronneby,RNB,Europe,SE,2018-04-22T16:40:00Z,385,98.945,287.1171875
SK1145,Ronneby,RNB,Europe,SE,2018-04-22T20:00:00Z,385,98.945,287.1171875
SK533,London LHR,LHR,Europe,GB,2018-04-22T16:20:00Z,1454,257.358,746.7977679
SK2541,Edinburgh,EDI,Europe,GB,2018-04-22T17:00:00Z,1315,232.755,675.4051339
VY1266,Barcelona,BCN,Europe,ES,2018-04-22T14:20:00Z,2281,403.737,1171.558259
SK002,Lulea,LLA,Europe,SE,2018-04-22T17:25:00Z,727,128.679,373.3988839
SK189,Angelholm,AGH,Europe,SE,2018-04-22T16:05:00Z,461,118.477,343.7948661
SK183,Angelholm,AGH,Europe,SE,2018-04-22T19:10:00Z,461,118.477,343.7948661
SK022,Lulea,LLA,Europe,SE,2018-04-22T20:55:00Z,727,128.679,373.3988839
SK411,Copenhagen,CPH,Europe,DK,2018-04-22T17:55:00Z,523,92.571,268.6212054
TK1796,Istanbul IST,IST,Europe,TR,2018-04-22T16:15:00Z,2177,385.329,1118.142187
SK4240,Tampere,TMP,Europe,FI,2018-04-22T20:30:00Z,395,101.515,294.5747768
SK2720,Turku,TKU,Asia,TW,2018-04-22T20:35:00Z,8350,1477.95,4288.694196
DY4083,Goteborg,GOT,Europe,SE,2018-04-22T13:00:00Z,397,102.029,296.0662946
D86653,Palma,PMI,Europe,ES,2018-04-22T17:50:00Z,2453,434.181,1259.900223
D8211,Helsinki,HEL,Europe,FI,2018-04-22T13:30:00Z,397,102.029,296.0662946
D82859,London LGW,LGW,Europe,GB,2018-04-22T19:30:00Z,1465,259.305,752.4475446
D86093,Madrid,MAD,Europe,ES,2018-04-22T17:20:00Z,2596,459.492,1333.347321
D85353,Alicante,ALC,Europe,ES,2018-04-22T18:20:00Z,2682,474.714,1377.518304
D8222,Amsterdam,AMS,Europe,NL,2018-04-22T14:35:00Z,1127,199.479,578.8453125
D8217,Helsinki,HEL,Europe,FI,2018-04-22T19:50:00Z,397,102.029,296.0662946
SK2197,Kalmar,KLR,Europe,SE,2018-04-22T19:45:00Z,313,80.441,233.4225446
SK4228,Vaasa,VAA,Europe,FI,2018-04-22T21:00:00Z,460,118.22,343.0491071
SK1740,Vilnius,VNO,Europe,LT,2018-04-22T18:40:00Z,676,119.652,347.2044643
LH807,Frankfurt,FRA,Europe,DE,2018-04-22T14:35:00Z,1188,210.276,610.1758929
SK054,Sundsvall,SDL,Europe,SE,2018-04-22T17:35:00Z,343,88.151,255.7953125
SK899,Bergen,BGO,Europe,NO,2018-04-22T19:35:00Z,721,127.617,370.3171875
SK175,Goteborg,GOT,Europe,SE,2018-04-22T20:25:00Z,397,102.029,296.0662946
SK1605,Zurich,ZRH,Europe,CH,2018-04-22T15:35:00Z,1471,260.367,755.5292411
SK945,Chicago,ORD,America,US,2018-04-22T14:35:00Z,6890,1219.53,3538.814732
D8213,Helsinki,HEL,Europe,FI,2018-04-22T18:30:00Z,397,102.029,296.0662946
SK4244,Tampere,TMP,Europe,FI,2018-04-22T14:00:00Z,395,101.515,294.5747768
SK493,Oslo,OSL,Europe,NO,2018-04-22T16:50:00Z,417,107.169,310.9814732
SK2565,Dublin,DUB,Europe,IE,2018-04-22T16:10:00Z,1630,288.51,837.1941964
SK125,Malmo,MMX,Europe,SE,2018-04-22T20:55:00Z,513,90.801,263.4850446
SK1018,Skelleftea,SFT,Europe,SE,2018-04-22T19:20:00Z,622,110.094,319.4691964
SK165,Goteborg,GOT,Europe,SE,2018-04-22T16:15:00Z,397,102.029,296.0662946
SK018,Lulea,LLA,Europe,SE,2018-04-22T18:15:00Z,727,128.679,373.3988839
TP783,Lisbon,LIS,Europe,PT,2018-04-22T12:50:00Z,2993,529.761,1537.252902
SK020,Lulea,LLA,Europe,SE,2018-04-22T19:15:00Z,727,128.679,373.3988839
SK2030,Umea,UME,Europe,SE,2018-04-22T15:45:00Z,514,90.978,263.9986607
KL1116,Amsterdam,AMS,Europe,NL,2018-04-22T15:30:00Z,1127,199.479,578.8453125
AF1063,Paris CDG,CDG,Europe,FR,2018-04-22T17:40:00Z,1523,269.571,782.2372768
BA781,London LHR,LHR,Europe,GB,2018-04-22T16:05:00Z,1454,257.358,746.7977679
BA779,London LHR,LHR,Europe,GB,2018-04-22T13:50:00Z,1454,257.358,746.7977679
PS174,Kiev,KBP,Europe,UA,2018-04-22T02:50:00Z,1266,224.082,650.2379464
SK1764,Riga,RIX,Europe,LV,2018-04-22T14:45:00Z,443,113.851,330.3712054
SK527,London LHR,LHR,Europe,GB,2018-04-22T13:25:00Z,1454,257.358,746.7977679
D83213,Copenhagen,CPH,Europe,DK,2018-04-22T15:30:00Z,523,92.571,268.6212054
AY820,Helsinki,HEL,Europe,FI,2018-04-22T19:00:00Z,397,102.029,296.0662946
DY4085,Goteborg,GOT,Europe,SE,2018-04-22T16:15:00Z,397,102.029,296.0662946
D83215,Copenhagen,CPH,Europe,DK,2018-04-22T16:30:00Z,523,92.571,268.6212054
SK1833,Athens,ATH,Europe,GR,2018-04-22T04:00:00Z,2411,426.747,1238.328348
HV6524,Eindhoven,EIN,Europe,NL,2018-04-22T19:10:00Z,1182,209.214,607.0941964
EZY5888,Berlin TXL,TXL,Europe,DE,2018-04-22T19:10:00Z,810,143.37,416.0290179
LH809,Frankfurt,FRA,Europe,DE,2018-04-22T04:05:00Z,1188,210.276,610.1758929
SK7643,Rhodes,RHO,Europe,GR,2018-04-22T04:00:00Z,2653,469.581,1362.623437
LH2421,Munich,MUC,Europe,DE,2018-04-22T04:05:00Z,1316,232.932,675.91875
AY814,Helsinki,HEL,Europe,FI,2018-04-22T15:25:00Z,397,102.029,296.0662946
AY816,Helsinki,HEL,Europe,FI,2018-04-22T16:05:00Z,397,102.029,296.0662946
SK1841,Rome FCO,FCO,Europe,IT,2018-04-22T04:10:00Z,1993,352.761,1023.63683
2N438,Pori,POR,Europe,FI,2018-04-22T16:45:00Z,316,81.212,235.6598214
SK2585,Barcelona,BCN,Europe,ES,2018-04-22T04:10:00Z,2281,403.737,1171.558259
AF1463,Paris CDG,CDG,Europe,FR,2018-04-22T04:05:00Z,1523,269.571,782.2372768
KL1104,Amsterdam,AMS,Europe,NL,2018-04-22T04:30:00Z,1127,199.479,578.8453125
SK1805,Palma,PMI,Europe,ES,2018-04-22T04:40:00Z,2453,434.181,1259.900223
NJE937N,Dusseldorf,DUS,Europe,DE,2018-04-22T04:45:00Z,1149,203.373,590.1448661
OS318,Vienna,VIE,Europe,AT,2018-04-22T04:35:00Z,1243,220.011,638.4247768
6F717,Malaga,AGP,Europe,ES,2018-04-22T04:45:00Z,2992,529.584,1536.739286
SK1853,Alicante,ALC,Europe,ES,2018-04-22T04:50:00Z,2682,474.714,1377.518304
DY4071,Goteborg,GOT,Europe,SE,2018-04-22T04:55:00Z,397,102.029,296.0662946
SK1409,Copenhagen,CPH,Europe,DK,2018-04-22T17:00:00Z,523,92.571,268.6212054
TOM3714,Chania,CHQ,Africa,AO,2018-04-22T05:00:00Z,7911,1400.247,4063.216741
DY4003,Umea,UME,Europe,SE,2018-04-22T04:50:00Z,514,90.978,263.9986607
DY4321,Nice,NCE,Europe,FR,2018-04-22T05:05:00Z,1889,334.353,970.2207589
NVR361,Rhodes,RHO,Europe,GR,2018-04-22T04:55:00Z,2653,469.581,1362.623437
DY4355,Rome FCO,FCO,Europe,IT,2018-04-22T05:35:00Z,1993,352.761,1023.63683
SK1845,Malta,MLA,Europe,MT,2018-04-22T05:35:00Z,2618,463.386,1344.646875
SK081,Visby,VBY,Europe,SE,2018-04-22T12:35:00Z,189,48.573,140.9484375
SK577,Paris CDG,CDG,Europe,FR,2018-04-22T05:35:00Z,1523,269.571,782.2372768
SK2547,Manchester,MAN,Europe,GB,2018-04-22T05:35:00Z,1403,248.331,720.6033482
SK2659,Munich,MUC,Europe,DE,2018-04-22T05:45:00Z,1316,232.932,675.91875
SK034,Umea,UME,Europe,SE,2018-04-22T12:45:00Z,514,90.978,263.9986607
DY8660,Krakow,KRK,Europe,PL,2018-04-22T05:40:00Z,1039,183.903,533.6470982
SK843,Oslo,OSL,Europe,NO,2018-04-22T06:00:00Z,417,107.169,310.9814732
DK1648,Rhodes,RHO,Europe,GR,2018-04-22T05:45:00Z,2653,469.581,1362.623437
SK535,Dublin,DUB,Europe,IE,2018-04-22T05:50:00Z,1630,288.51,837.1941964
EW9213,Dusseldorf,DUS,Europe,DE,2018-04-22T14:30:00Z,1149,203.373,590.1448661
SK1553,Amsterdam,AMS,Europe,NL,2018-04-22T05:50:00Z,1127,199.479,578.8453125
DY4545,Tel Aviv,TLV,Asia,IL,2018-04-22T05:15:00Z,3279,580.383,1684.147098
SK012,Lulea,LLA,Europe,SE,2018-04-22T13:00:00Z,727,128.679,373.3988839
SK109,Malmo,MMX,Europe,SE,2018-04-22T13:00:00Z,513,90.801,263.4850446
DY4463,Edinburgh,EDI,Europe,GB,2018-04-22T05:55:00Z,1315,232.755,675.4051339
DY4529,Amsterdam,AMS,Europe,NL,2018-04-22T06:00:00Z,1127,199.479,578.8453125
BA771,London LHR,LHR,Europe,GB,2018-04-22T05:45:00Z,1454,257.358,746.7977679
ET714,Oslo,OSL,Europe,NO,2018-04-22T05:40:00Z,417,107.169,310.9814732
SK2677,Berlin TXL,TXL,Europe,DE,2018-04-22T06:00:00Z,810,143.37,416.0290179
SK525,London LHR,LHR,Europe,GB,2018-04-22T05:55:00Z,1454,257.358,746.7977679
BT110,Riga,RIX,Europe,LV,2018-04-22T17:40:00Z,443,113.851,330.3712054
DY4037,Lulea,LLA,Europe,SE,2018-04-22T06:15:00Z,727,128.679,373.3988839
SK1519,London LHR,LHR,Europe,GB,2018-04-22T07:10:00Z,1454,257.358,746.7977679
OK491,Prague,PRG,Europe,CZ,2018-04-22T12:25:00Z,1056,186.912,542.3785714
AY810,Helsinki,HEL,Europe,FI,2018-04-22T12:35:00Z,397,102.029,296.0662946
SK2092,Ornskoldsvik,OER,Europe,SE,2018-04-22T12:05:00Z,442,113.594,329.6254464
KK2302,Istanbul IST,IST,Europe,TR,2018-04-22T12:45:00Z,2177,385.329,1118.142187
LO456,Warsaw,WAW,Europe,PL,2018-04-22T05:55:00Z,812,143.724,417.05625
SK1767,Prague,PRG,Europe,CZ,2018-04-22T17:05:00Z,1056,186.912,542.3785714
DY4283,Helsinki,HEL,Europe,FI,2018-04-22T06:00:00Z,397,102.029,296.0662946
SK2645,Hamburg,HAM,Europe,DE,2018-04-22T06:00:00Z,812,143.724,417.05625
SK2553,Birmingham,BHX,America,US,2018-04-22T06:05:00Z,7632,1350.864,3919.917857
SK2064,Are Ostersund,OSD,other,US,2018-04-22T13:20:00Z,0,0,0
SK1407,Copenhagen,CPH,Europe,DK,2018-04-22T13:20:00Z,523,92.571,268.6212054
SK1744,Tallinn,TLL,Europe,EE,2018-04-22T06:30:00Z,379,97.403,282.6426339
SK1623,Dusseldorf,DUS,Europe,DE,2018-04-22T06:25:00Z,1149,203.373,590.1448661
SK1004,Lulea,LLA,Europe,SE,2018-04-22T06:30:00Z,727,128.679,373.3988839
DY4151,Copenhagen,CPH,Europe,DK,2018-04-22T06:00:00Z,523,92.571,268.6212054
DY4487,Budapest,BUD,Europe,HU,2018-04-22T06:40:00Z,1319,233.463,677.4595982
SK785,Gdansk,GDN,Europe,PL,2018-04-22T06:45:00Z,555,98.235,285.0569196
SK491,Oslo,OSL,Europe,NO,2018-04-22T13:40:00Z,417,107.169,310.9814732
DY4023,Malmo,MMX,Europe,SE,2018-04-22T10:25:00Z,513,90.801,263.4850446
SK1415,Copenhagen,CPH,Europe,DK,2018-04-22T04:10:00Z,523,92.571,268.6212054
SK4234,Turku,TKU,Asia,TW,2018-04-22T12:05:00Z,8350,1477.95,4288.694196
SK163,Goteborg,GOT,Europe,SE,2018-04-22T12:50:00Z,397,102.029,296.0662946
SK2473,Trondheim,TRD,Europe,NO,2018-04-22T15:00:00Z,612,108.324,314.3330357
SK197,Kalmar,KLR,Europe,SE,2018-04-22T15:05:00Z,313,80.441,233.4225446
SK867,Oslo,OSL,Europe,NO,2018-04-22T15:10:00Z,417,107.169,310.9814732
SK1497,Billund,BLL,Europe,DK,2018-04-22T15:15:00Z,668,118.236,343.0955357
SK1748,Tallinn,TLL,Europe,EE,2018-04-22T15:45:00Z,379,97.403,282.6426339
SK718,Helsinki,HEL,Europe,FI,2018-04-22T16:05:00Z,397,102.029,296.0662946
SK2072,Are Ostersund,OSD,other,FI,2018-04-22T12:15:00Z,0,0,0
2N491,Kokkola/Jakobst,KOK,Europe,FI,2018-04-22T11:15:00Z,558,98.766,286.5977679
SK732,St Petersburg,LED,Europe,RU,2018-04-22T10:20:00Z,691,122.307,354.9087054
TG961,Bangkok,BKK,Asia,TH,2018-04-22T12:30:00Z,8280,1465.56,4252.741071
SK1020,Skelleftea,SFT,Europe,SE,2018-04-22T13:55:00Z,622,110.094,319.4691964
SK1772,Tallinn,TLL,Europe,EE,2018-04-22T18:55:00Z,379,97.403,282.6426339
SK1633,Stuttgart,STR,Europe,DE,2018-04-22T07:00:00Z,1308,231.516,671.8098214
SK161,Goteborg,GOT,Europe,SE,2018-04-22T12:25:00Z,397,102.029,296.0662946
SK1141,Ronneby,RNB,Europe,SE,2018-04-22T10:00:00Z,385,98.945,287.1171875
SK1799,Krakow,KRK,Europe,PL,2018-04-22T10:35:00Z,1039,183.903,533.6470982
SK2491,Aarhus,AAR,Europe,DK,2018-04-22T14:25:00Z,585,103.545,300.4654018
LH2417,Munich,MUC,Europe,DE,2018-04-22T13:25:00Z,1316,232.932,675.91875
SK026,Umea,UME,Europe,SE,2018-04-22T20:20:00Z,514,90.978,263.9986607
SK2679,Berlin TXL,TXL,Europe,DE,2018-04-22T12:30:00Z,810,143.37,416.0290179
SK635,Frankfurt,FRA,Europe,DE,2018-04-22T07:00:00Z,1188,210.276,610.1758929
SK1042,Kiruna,KRN,Europe,SE,2018-04-22T13:15:00Z,955,169.035,490.5033482
SK2615,Geneva,GVA,Europe,CH,2018-04-22T05:05:00Z,1663,294.351,854.1435268
BT102,Riga,RIX,Europe,LV,2018-04-22T06:55:00Z,443,113.851,330.3712054
AY802,Helsinki,HEL,Europe,FI,2018-04-22T06:30:00Z,397,102.029,296.0662946
CA912,Beijing,PEK,Asia,CN,2018-04-22T17:10:00Z,6718,1189.086,3450.472768
JTG841,Naples,NAP,America,US,2018-04-22T07:00:00Z,8074,1429.098,4146.936161
SK1014,Skelleftea,SFT,Europe,SE,2018-04-22T09:05:00Z,622,110.094,319.4691964
SK036,Umea,UME,Europe,SE,2018-04-22T14:10:00Z,514,90.978,263.9986607
DY813,Oslo,OSL,Europe,NO,2018-04-22T10:20:00Z,417,107.169,310.9814732
SK708,Helsinki,HEL,Europe,FI,2018-04-22T10:35:00Z,397,102.029,296.0662946
A3761,Athens,ATH,Europe,GR,2018-04-22T10:45:00Z,2411,426.747,1238.328348
DY7005,New York JFK,JFK,other,GR,2018-04-22T15:45:00Z,0,0,0
SK079,Visby,VBY,Europe,SE,2018-04-22T10:05:00Z,189,48.573,140.9484375
