flight ID, Destination, Destination_IATA, Continent, Country, Time, Distance, Emissions, TaxCuts
SK036,Umea,UME,Europe,SE,2018-04-22T14:10:00Z,514.0,90.978,263.9986607142857,
DY813,Oslo,OSL,Europe,NO,2018-04-22T10:20:00Z,417.0,107.169,310.98147321428564,
SK708,Helsinki,HEL,Europe,FI,2018-04-22T10:35:00Z,397.0,102.029,296.0662946428571,
A3761,Athens,ATH,Europe,GR,2018-04-22T10:45:00Z,2411.0,426.74699999999996,1238.3283482142856,
DY7005,New York JFK,JFK,other,GR,2018-04-22T15:45:00Z,0.0,0.0,0.0,
SK079,Visby,VBY,Europe,SE,2018-04-22T10:05:00Z,189.0,48.573,140.94843749999998,
SK495,Oslo,OSL,Europe,NO,2018-04-22T11:10:00Z,417.0,107.169,310.98147321428564,
SK712,Helsinki,HEL,Europe,FI,2018-04-22T13:00:00Z,397.0,102.029,296.0662946428571,
TK1792,Istanbul IST,IST,Europe,TR,2018-04-22T05:45:00Z,2177.0,385.329,1118.1421874999999,
SK963,Hong Kong,HKG,Asia,HK,2018-04-22T13:00:00Z,8224.0,1455.648,4223.978571428571,
D83199,Copenhagen,CPH,Europe,DK,2018-04-22T11:05:00Z,523.0,92.571,268.62120535714286,
SK1495,Stavanger,SVG,Europe,NO,2018-04-22T12:15:00Z,704.0,124.60799999999999,361.58571428571423,
SK1523,London LHR,LHR,Europe,GB,2018-04-22T14:15:00Z,1454.0,257.358,746.7977678571428,
SK407,Copenhagen,CPH,Europe,DK,2018-04-22T14:20:00Z,523.0,92.571,268.62120535714286,
SK077,Visby,VBY,Europe,SE,2018-04-22T07:30:00Z,189.0,48.573,140.94843749999998,
AF1263,Paris CDG,CDG,Europe,FR,2018-04-22T10:40:00Z,1523.0,269.57099999999997,782.2372767857141,
D82851,London LGW,LGW,Europe,GB,2018-04-22T10:45:00Z,1465.0,259.305,752.4475446428571,
SK2549,Manchester,MAN,Europe,GB,2018-04-22T14:20:00Z,1403.0,248.331,720.6033482142857,
DY4007,Umea,UME,Europe,SE,2018-04-22T07:30:00Z,514.0,90.978,263.9986607142857,
WW943,Reykjavik,KEF,other,IS,2018-04-22T10:35:00Z,2135.0,377.895,1096.5703124999998,
BT108,Riga,RIX,Europe,LV,2018-04-22T13:35:00Z,443.0,113.851,330.37120535714286,
D85551,Barcelona,BCN,Europe,ES,2018-04-22T10:35:00Z,2281.0,403.73699999999997,1171.5582589285714,
SK849,Oslo,OSL,Europe,NO,2018-04-22T08:50:00Z,417.0,107.169,310.98147321428564,
DY4095,Skelleftea,SFT,Europe,SE,2018-04-22T11:20:00Z,622.0,110.094,319.46919642857137,
PS172,Kiev,KBP,Europe,UA,2018-04-22T13:05:00Z,1266.0,224.082,650.2379464285714,
KL1110,Amsterdam,AMS,Europe,NL,2018-04-22T11:40:00Z,1127.0,199.47899999999998,578.8453124999999,
SK1851,Dubrovnik,DBV,Europe,HR,2018-04-22T04:05:00Z,1857.0,328.68899999999996,953.785044642857,
SK2903,Lisbon,LIS,Europe,PT,2018-04-22T12:20:00Z,2993.0,529.761,1537.2529017857141,
SK1048,Kiruna,KRN,Europe,SE,2018-04-22T18:50:00Z,955.0,169.035,490.5033482142857,
SK1016,Skelleftea,SFT,Europe,SE,2018-04-22T12:30:00Z,622.0,110.094,319.46919642857137,
SK2625,Dusseldorf,DUS,Europe,DE,2018-04-22T13:20:00Z,1149.0,203.373,590.1448660714285,
SK2002,Lulea,LLA,Europe,SE,2018-04-22T14:35:00Z,727.0,128.679,373.3988839285714,
EK158,Dubai,DXB,Asia,AE,2018-04-22T13:05:00Z,4760.0,842.52,2444.8124999999995,
IB3315,Madrid,MAD,Europe,ES,2018-04-22T12:45:00Z,2596.0,459.49199999999996,1333.3473214285711,
AY804,Helsinki,HEL,Europe,FI,2018-04-22T07:35:00Z,397.0,102.029,296.0662946428571,
SK1827,Nice,NCE,Europe,FR,2018-04-22T07:25:00Z,1889.0,334.353,970.2207589285713,
SK689,Milan LIN,LIN,Europe,IT,2018-04-22T09:05:00Z,1653.0,292.58099999999996,849.0073660714285,
KL1106,Amsterdam,AMS,Europe,NL,2018-04-22T07:35:00Z,1127.0,199.47899999999998,578.8453124999999,
LH2415,Munich,MUC,Europe,DE,2018-04-22T09:50:00Z,1316.0,232.932,675.9187499999999,
SK195,Kalmar,KLR,Europe,SE,2018-04-22T12:00:00Z,313.0,80.441,233.42254464285713,
QR168,Doha,DOH,Asia,QA,2018-04-22T15:40:00Z,4590.0,812.43,2357.497767857142,
SK1555,Amsterdam,AMS,Europe,NL,2018-04-22T14:40:00Z,1127.0,199.47899999999998,578.8453124999999,
SK1423,Copenhagen,CPH,Europe,DK,2018-04-22T11:30:00Z,523.0,92.571,268.62120535714286,
DY4063,Kiruna,KRN,Europe,SE,2018-04-22T10:20:00Z,955.0,169.035,490.5033482142857,
SK2026,Umea,UME,Europe,SE,2018-04-22T09:35:00Z,514.0,90.978,263.9986607142857,
D86651,Palma,PMI,Europe,ES,2018-04-22T09:05:00Z,2453.0,434.181,1259.9002232142855,
DY805,Oslo,OSL,Europe,NO,2018-04-22T09:20:00Z,417.0,107.169,310.98147321428564,
SK1040,Kiruna,KRN,Europe,SE,2018-04-22T08:30:00Z,955.0,169.035,490.5033482142857,
D8205,Helsinki,HEL,Europe,FI,2018-04-22T09:00:00Z,397.0,102.029,296.0662946428571,
SK637,Frankfurt,FRA,Europe,DE,2018-04-22T12:35:00Z,1188.0,210.27599999999998,610.1758928571428,
SK1809,Palma,PMI,Europe,ES,2018-04-22T15:05:00Z,2453.0,434.181,1259.9002232142855,
SK557,Amsterdam,AMS,Europe,NL,2018-04-22T09:40:00Z,1127.0,199.47899999999998,578.8453124999999,
SK489,Oslo,OSL,Europe,NO,2018-04-22T09:50:00Z,417.0,107.169,310.98147321428564,
SK157,Goteborg,GOT,Europe,SE,2018-04-22T10:05:00Z,397.0,102.029,296.0662946428571,
SK2545,Edinburgh,EDI,Europe,GB,2018-04-22T11:30:00Z,1315.0,232.755,675.4051339285713,
SK010,Lulea,LLA,Europe,SE,2018-04-22T11:40:00Z,727.0,128.679,373.3988839285714,
SK571,Paris CDG,CDG,Europe,FR,2018-04-22T13:35:00Z,1523.0,269.57099999999997,782.2372767857141,
SK1583,Malaga,AGP,Europe,ES,2018-04-22T13:40:00Z,2992.0,529.584,1536.7392857142854,
SK903,New York EWR,EWR,other,US,2018-04-22T10:25:00Z,6339.0,1122.003,3255.812276785714,
SK052,Sundsvall,SDL,Europe,SE,2018-04-22T11:15:00Z,343.0,88.151,255.79531249999994,
SK2647,Hamburg,HAM,Europe,DE,2018-04-22T14:45:00Z,812.0,143.724,417.05625,
DY4901,Krakow,KRK,Europe,PL,2018-04-22T07:20:00Z,1039.0,183.903,533.6470982142856,
LX1249,Zurich,ZRH,Europe,CH,2018-04-22T07:50:00Z,1471.0,260.36699999999996,755.5292410714284,
LH803,Frankfurt,FRA,Europe,DE,2018-04-22T11:15:00Z,1188.0,210.27599999999998,610.1758928571428,
SK117,Malmo,MMX,Europe,SE,2018-04-22T10:35:00Z,513.0,90.801,263.48504464285713,
D81001,Rome FCO,FCO,Europe,IT,2018-04-22T11:00:00Z,1993.0,352.76099999999997,1023.6368303571427,
RO332,Bucharest,OTP,Europe,RO,2018-04-22T09:00:00Z,1745.0,308.865,896.260044642857,
BA777,London LHR,LHR,Europe,GB,2018-04-22T09:20:00Z,1454.0,257.358,746.7977678571428,
DY4277,Lisbon,LIS,Europe,PT,2018-04-22T10:40:00Z,2993.0,529.761,1537.2529017857141,
SK579,Paris CDG,CDG,Europe,FR,2018-04-22T15:40:00Z,1523.0,269.57099999999997,782.2372767857141,
SK499,Oslo,OSL,Europe,NO,2018-04-22T14:45:00Z,417.0,107.169,310.98147321428564,
SK070,Are Ostersund,OSD,other,NO,2018-04-22T16:25:00Z,0.0,0.0,0.0,
SK2062,Are Ostersund,OSD,other,NO,2018-04-22T19:00:00Z,0.0,0.0,0.0,
SK1769,Prague,PRG,Europe,CZ,2018-04-22T11:15:00Z,1056.0,186.91199999999998,542.3785714285713,
SK185,Angelholm,AGH,Europe,SE,2018-04-22T12:00:00Z,461.0,118.477,343.79486607142854,
SK740,Vilnius,VNO,Europe,LT,2018-04-22T11:35:00Z,676.0,119.65199999999999,347.2044642857142,
LO454,Warsaw,WAW,Europe,PL,2018-04-22T08:30:00Z,812.0,143.724,417.05625,
SK008,Lulea,LLA,Europe,SE,2018-04-22T10:35:00Z,727.0,128.679,373.3988839285714,
D85351,Alicante,ALC,Europe,ES,2018-04-22T09:00:00Z,2682.0,474.714,1377.5183035714283,
DY4555,Vilnius,VNO,Europe,LT,2018-04-22T09:30:00Z,676.0,119.65199999999999,347.2044642857142,
PC1280,Istanbul SAW,SAW,other,LT,2018-04-22T11:55:00Z,0.0,0.0,0.0,
SK1419,Copenhagen,CPH,Europe,DK,2018-04-22T08:00:00Z,523.0,92.571,268.62120535714286,
DY4139,Bergen,BGO,Europe,NO,2018-04-22T08:05:00Z,721.0,127.61699999999999,370.31718749999993,
BLX1189,Barcelona,BCN,Europe,ES,2018-04-22T07:35:00Z,2281.0,403.73699999999997,1171.5582589285714,
SK4224,Vaasa,VAA,Europe,FI,2018-04-22T10:30:00Z,460.0,118.22,343.0491071428571,
SK1421,Copenhagen,CPH,Europe,DK,2018-04-22T08:55:00Z,523.0,92.571,268.62120535714286,
SU2211,Moscow,SVO,Europe,RU,2018-04-22T10:45:00Z,1229.0,217.533,631.2341517857142,
DY4039,Lulea,LLA,Europe,SE,2018-04-22T11:30:00Z,727.0,128.679,373.3988839285714,
SK072,Are Ostersund,OSD,other,SE,2018-04-22T09:00:00Z,0.0,0.0,0.0,
OS312,Vienna,VIE,Europe,AT,2018-04-22T07:45:00Z,1243.0,220.011,638.4247767857142,
DY4285,Helsinki,HEL,Europe,FI,2018-04-22T12:45:00Z,397.0,102.029,296.0662946428571,
LH801,Frankfurt,FRA,Europe,DE,2018-04-22T08:10:00Z,1188.0,210.27599999999998,610.1758928571428,
D85051,Malaga,AGP,Europe,ES,2018-04-22T10:10:00Z,2992.0,529.584,1536.7392857142854,
SK483,Oslo,OSL,Europe,NO,2018-04-22T07:55:00Z,417.0,107.169,310.98147321428564,
SK2591,Brussels,BRU,Europe,BE,2018-04-22T14:55:00Z,1282.0,226.914,658.4558035714284,
TK1794,Istanbul IST,IST,Europe,TR,2018-04-22T09:30:00Z,2177.0,385.329,1118.1421874999999,
SK107,Malmo,MMX,Europe,SE,2018-04-22T08:35:00Z,513.0,90.801,263.48504464285713,
SK2034,Umea,UME,Europe,SE,2018-04-22T11:50:00Z,514.0,90.978,263.9986607142857,
XQ579,Antalya,AYT,Europe,TR,2018-04-22T08:05:00Z,2660.0,470.82,1366.2187499999998,
DY4153,Copenhagen,CPH,Europe,DK,2018-04-22T08:55:00Z,523.0,92.571,268.62120535714286,
FI307,Reykjavik,KEF,other,IS,2018-04-22T12:20:00Z,2135.0,377.895,1096.5703124999998,
SK939,Los Angeles,LAX,America,US,2018-04-22T07:55:00Z,8893.0,1574.061,4567.587723214285,
SK531,London LHR,LHR,Europe,GB,2018-04-22T09:15:00Z,1454.0,257.358,746.7977678571428,
2N664,Hemavan Tarnaby,HMV,Europe,SE,2018-04-22T08:20:00Z,725.0,128.325,372.3716517857142,
SK673,Frankfurt,FRA,Europe,DE,2018-04-22T15:00:00Z,1188.0,210.27599999999998,610.1758928571428,
DY7205,Bangkok,BKK,Asia,TH,2018-04-22T12:55:00Z,8280.0,1465.56,4252.741071428572,
