entryID, flight ID, Destination, Destination_IATA, Continent, Country, Time, Status, Price, Distance, Emissions, TaxCuts 
10,AF1463,Paris CDG,CDG,Europe,FR,2018-04-24T04:05:00Z,Departed,1523.0,269.57099999999997,782.2372767857141,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
11,PS174,Kiev,KBP,Europe,UA,2018-04-24T02:50:00Z,Departed,1266.0,224.082,650.2379464285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
12,LH2421,Munich,MUC,Europe,DE,2018-04-24T04:05:00Z,Departed,1316.0,232.932,675.9187499999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
13,SK1415,Copenhagen,CPH,Europe,DK,2018-04-24T04:05:00Z,Departed,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
14,SK481,Oslo,OSL,Europe,NO,2018-04-24T04:10:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
15,DY4401,Larnaca,LCA,Asia,CY,2018-04-24T04:00:00Z,Departed,2946.0,521.442,1513.1129464285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
16,LH809,Frankfurt,FRA,Europe,DE,2018-04-24T04:05:00Z,Departed,1188.0,210.27599999999998,610.1758928571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
17,DY4221,Malaga,AGP,Europe,ES,2018-04-24T04:15:00Z,Departed,2992.0,529.584,1536.7392857142854,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
18,2N552,Kramfors,KRF,Europe,SE,2018-04-24T04:30:00Z,Departed,401.0,103.057,299.0493303571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
19,DY4281,Helsinki,HEL,Europe,FI,2018-04-24T04:40:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
20,OS318,Vienna,VIE,Europe,AT,2018-04-24T04:35:00Z,Departed,1243.0,220.011,638.4247767857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
21,SK702,Helsinki,HEL,Europe,FI,2018-04-24T04:45:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
22,KL1104,Amsterdam,AMS,Europe,NL,2018-04-24T04:30:00Z,Departed,1127.0,199.47899999999998,578.8453124999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
23,DY4071,Goteborg,GOT,Europe,SE,2018-04-24T04:55:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
24,AY826,Helsinki,HEL,Europe,FI,2018-04-24T04:50:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
25,DY4571,Prague,PRG,Europe,CZ,2018-04-24T05:00:00Z,Departed,1056.0,186.91199999999998,542.3785714285713,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
26,SK1833,Athens,ATH,Europe,GR,2018-04-24T04:35:00Z,Departed,2411.0,426.74699999999996,1238.3283482142856,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
27,DY4151,Copenhagen,CPH,Europe,DK,2018-04-24T05:00:00Z,Departed,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
28,SK2153,Goteborg,GOT,Europe,SE,2018-04-24T05:00:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
29,SK4222,Vaasa,VAA,Europe,FI,2018-04-24T05:05:00Z,Departed,460.0,118.22,343.0491071428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
30,DY4103,Oslo,OSL,Europe,NO,2018-04-24T05:00:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
31,SK485,Oslo,OSL,Europe,NO,2018-04-24T05:00:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
32,SK1417,Copenhagen,CPH,Europe,DK,2018-04-24T05:10:00Z,Departed,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
33,SK103,Malmo,MMX,Europe,SE,2018-04-24T05:10:00Z,Departed,513.0,90.801,263.48504464285713,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
34,SK589,Brussels,BRU,Europe,BE,2018-04-24T05:10:00Z,Departed,1282.0,226.914,658.4558035714284,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
35,DY4115,Oslo,OSL,Europe,NO,2018-04-24T13:00:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
36,SK573,Paris CDG,CDG,Europe,FR,2018-04-24T05:15:00Z,Departed,1523.0,269.57099999999997,782.2372767857141,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
37,SK605,Zurich,ZRH,Europe,CH,2018-04-24T05:20:00Z,Departed,1471.0,260.36699999999996,755.5292410714284,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
38,DY4009,Umea,UME,Europe,SE,2018-04-24T09:25:00Z,Departed,514.0,90.978,263.9986607142857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
39,D82849,London LGW,LGW,Europe,GB,2018-04-24T05:05:00Z,Departed,1465.0,259.305,752.4475446428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
40,SK1805,Palma,PMI,Europe,ES,2018-04-24T05:30:00Z,Departed,2453.0,434.181,1259.9002232142855,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
41,SK4232,Turku,TKU,Asia,TW,2018-04-24T04:55:00Z,Departed,8350.0,1477.9499999999998,4288.694196428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
42,SK2547,Manchester,MAN,Europe,GB,2018-04-24T05:35:00Z,Departed,1403.0,248.331,720.6033482142857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
43,DK1722,Palma,PMI,Europe,ES,2018-04-24T05:15:00Z,Departed,2453.0,434.181,1259.9002232142855,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
44,SK419,Copenhagen,CPH,Europe,DK,2018-04-24T05:35:00Z,Departed,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
45,SK843,Oslo,OSL,Europe,NO,2018-04-24T05:45:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
46,TK1792,Istanbul IST,IST,Europe,TR,2018-04-24T05:45:00Z,Departed,2177.0,385.329,1118.1421874999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
47,BA771,London LHR,LHR,Europe,GB,2018-04-24T05:45:00Z,Departed,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
48,D8218,Berlin SXF,SXF,Europe,DE,2018-04-24T05:40:00Z,Departed,823.0,145.671,422.70602678571424,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
49,SK525,London LHR,LHR,Europe,GB,2018-04-24T05:55:00Z,Departed,1454.0,257.358,746.7977678571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
50,SK181,Angelholm,AGH,Europe,SE,2018-04-24T06:05:00Z,Departed,461.0,118.477,343.79486607142854,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
51,HP362,Kristianstad,KID,Europe,SE,2018-04-24T05:50:00Z,Departed,435.0,111.795,324.4051339285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
52,2N252,Karlstad,KSD,Europe,SE,2018-04-24T06:00:00Z,Departed,259.0,66.563,193.15156249999998,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
53,SK105,Malmo,MMX,Europe,SE,2018-04-24T06:10:00Z,Departed,513.0,90.801,263.48504464285713,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
54,SK1012,Skelleftea,SFT,Europe,SE,2018-04-24T06:10:00Z,Departed,622.0,110.094,319.46919642857137,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
55,SK2497,Billund,BLL,Europe,DK,2018-04-24T06:00:00Z,Departed,668.0,118.23599999999999,343.09553571428563,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
56,SK1129,Ronneby,RNB,Europe,SE,2018-04-24T06:05:00Z,Departed,385.0,98.94500000000001,287.1171875,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
57,SK092,Ornskoldsvik,OER,Europe,SE,2018-04-24T06:15:00Z,Departed,442.0,113.59400000000001,329.6254464285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
58,SK077,Visby,VBY,Europe,SE,2018-04-24T06:20:00Z,Departed,189.0,48.573,140.94843749999998,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
59,LO456,Warsaw,WAW,Europe,PL,2018-04-24T05:55:00Z,Departed,812.0,143.724,417.05625,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
60,SK1004,Lulea,LLA,Europe,SE,2018-04-24T06:15:00Z,Departed,727.0,128.679,373.3988839285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
61,SK1553,Amsterdam,AMS,Europe,NL,2018-04-24T06:15:00Z,Departed,1127.0,199.47899999999998,578.8453124999999,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
62,SK748,Tallinn,TLL,Europe,EE,2018-04-24T06:15:00Z,Departed,379.0,97.403,282.6426339285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
63,SK2151,Goteborg,GOT,Europe,SE,2018-04-24T06:15:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
64,DY4035,Lulea,LLA,Europe,SE,2018-04-24T06:30:00Z,Departed,727.0,128.679,373.3988839285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
65,SK191,Kalmar,KLR,Europe,SE,2018-04-24T06:25:00Z,Departed,313.0,80.441,233.42254464285713,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
66,2N1002,Jonkoping,JKG,Europe,SE,2018-04-24T06:15:00Z,Departed,285.0,73.245,212.54129464285714,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
67,DY803,Oslo,OSL,Europe,NO,2018-04-24T06:30:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
68,SK066,Are Ostersund,OSD,other,NO,2018-04-24T06:10:00Z,Departed,0.0,0.0,0.0,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
69,SK2645,Hamburg,HAM,Europe,DE,2018-04-24T06:25:00Z,Departed,812.0,143.724,417.05625,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
70,SK024,Umea,UME,Europe,SE,2018-04-24T06:25:00Z,Departed,514.0,90.978,263.9986607142857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
71,SK738,Vilnius,VNO,Europe,LT,2018-04-24T06:30:00Z,Departed,676.0,119.65199999999999,347.2044642857142,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
72,SK1762,Riga,RIX,Europe,LV,2018-04-24T06:30:00Z,Departed,443.0,113.851,330.37120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
73,SK1623,Dusseldorf,DUS,Europe,DE,2018-04-24T06:25:00Z,Departed,1149.0,203.373,590.1448660714285,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
74,DY4463,Edinburgh,EDI,Europe,GB,2018-04-24T06:45:00Z,Departed,1315.0,232.755,675.4051339285713,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
75,SK704,Helsinki,HEL,Europe,FI,2018-04-24T06:45:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
76,DY4095,Skelleftea,SFT,Europe,SE,2018-04-24T06:45:00Z,Departed,622.0,110.094,319.46919642857137,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
77,IS682,Torsby,TYF,Europe,SE,2018-04-24T06:50:00Z,Departed,298.0,76.586,222.2361607142857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
78,IS652,Sveg,EVG,Europe,SE,2018-04-24T06:55:00Z,Departed,363.0,93.291,270.7104910714285,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
79,DY4005,Umea,UME,Europe,SE,2018-04-24T06:30:00Z,Departed,514.0,90.978,263.9986607142857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
80,DY4073,Goteborg,GOT,Europe,SE,2018-04-24T06:40:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
81,D83195,Copenhagen,CPH,Europe,DK,2018-04-24T06:40:00Z,Departed,523.0,92.571,268.62120535714286,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
82,SK635,Frankfurt,FRA,Europe,DE,2018-04-24T07:00:00Z,Departed,1188.0,210.27599999999998,610.1758928571428,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
83,DY805,Oslo,OSL,Europe,NO,2018-04-24T07:10:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
84,SK1851,Dubrovnik,DBV,Europe,HR,2018-04-24T06:40:00Z,Departed,1857.0,328.68899999999996,953.785044642857,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
85,SK107,Malmo,MMX,Europe,SE,2018-04-24T07:15:00Z,Departed,513.0,90.801,263.48504464285713,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
86,2N434,Pori,POR,Europe,FI,2018-04-24T07:05:00Z,Departed,316.0,81.212,235.65982142857143,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
87,SK2541,Edinburgh,EDI,Europe,GB,2018-04-24T07:10:00Z,Departed,1315.0,232.755,675.4051339285713,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
88,SK483,Oslo,OSL,Europe,NO,2018-04-24T07:25:00Z,Departed,417.0,107.169,310.98147321428564,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
89,SK151,Goteborg,GOT,Europe,SE,2018-04-24T07:25:00Z,Departed,397.0,102.029,296.0662946428571,http://api.travelpayouts.com/v2/prices/latest?currency=usd&period_type=year&page=1&limit=30&show_to_affiliates=true&sorting=price&trip_class=0&token=fc796b73d53c1b96aae3d2a7af9cdb76
